Source,Target,Weight,nt_type,type_pre_baker,type_pre_lockwood,type_post_baker,type_post_lockwood
720575940625146122,720575940632945177,3,ACH,,A2,WV-WV-3,WV-WV-3
720575940611401709,720575940623725972,5,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940612338674,720575940608487772,7,GABA,put_SAD_pr02,SAD_pr02,,JO-A
720575940615625053,720575940607367125,8,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940611864243,720575940624314468,3,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940633300148,720575940627670032,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940632715359,720575940604839200,5,ACH,B1-2,B1-2,B1-2,B1-2
720575940632715359,720575940604839200,5,ACH,B1-2,B1-2,B1-2,B1-2
720575940624704393,720575940635981742,98,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940625910714,720575940631448338,5,ACH,,JO-B,,JO-B
720575940609843865,720575940637410394,5,ACH,B1-1,B1-1,WED_pr02,WED_pr02
720575940621148660,720575940611864243,4,GABA,WV-WV-2,WV-WV-2,B1-5,B1-5
720575940612078511,720575940632998136,4,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940632522848,720575940625295339,3,ACH,pC2la,pC2la,pMN1,pMN1
720575940631693610,720575940618522433,24,ACH,A1,A1,A1,A1
720575940635973989,720575940622577336,5,ACH,,JO-B,B1-5,B1-5
720575940637663662,720575940620980323,2,ACH,B1-4,B1-4,B1-4,B1-4
720575940623301417,720575940621324996,6,ACH,,JO-B,sad_pr0,SAD_pr02
720575940624770540,720575940626162378,1,ACH,,JO-A,,JO-A
720575940634571383,720575940616211013,5,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940612523571,720575940620835327,2,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940622254375,720575940632649567,5,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940627106173,720575940604201830,4,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940630258003,720575940633044634,1,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940609843865,720575940632157631,5,ACH,B1-1,B1-1,put_WED-VLP,WED-VLP-1
720575940619675712,720575940625295339,8,ACH,pC2la,pC2la,pMN1,pMN1
720575940621431492,720575940630344396,2,ACH,pC2la,pC2la,pC2la,pC2la
720575940628542807,720575940618364480,6,GABA,vpoIN,vpoIN-1,pC1e,pC1e
720575940623322877,720575940606743170,5,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940617431325,720575940618522433,1,ACH,B1-4,B1-4,A1,A1
720575940654117025,720575940625345328,11,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940607371076,720575940622123981,1,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940614633867,720575940621717469,4,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940635330204,720575940609513841,1,GABA,WV-WV-1,WV-WV-1,WV-WV-3,WV-WV-4
720575940632385943,720575940620356545,7,ACH,,vpoEN,pC1d,pC1d
720575940625146122,720575940619784453,64,ACH,,A2,put_WED-VLP,WED-VLP-1
720575940610077026,720575940611674265,5,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940623256202,720575940646518382,1,GABA,vpoIN,vpoIN-1,pC1d,pC1d
720575940604201830,720575940632945177,15,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940630277175,720575940621717469,1,ACH,B1-5,B1-5,WV-WV-3,WV-WV-3
720575940610504750,720575940623113752,1,ACH,put_AVLP_pr11,AVLP_pr11,AVLP_pr04,AVLP_pr04
720575940630207799,720575940634606693,2,ACH,,JO-B,B1,B1-7
720575940634829168,720575940619688688,1,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940613422860,720575940617197057,10,ACH,B1,B1-7,SAD_pr02,SAD_pr02
720575940620516846,720575940622778820,2,ACH,,JO-B,B1,B1-7
720575940604839200,720575940621835246,4,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940613776962,720575940624704393,9,ACH,,JO-B,B1-3,B1-3
720575940618342966,720575940615930299,36,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940615592409,720575940625295339,5,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pMN1,pMN1
720575940644057635,720575940620980323,2,SER,,JO-B,B1-4,B1-4
720575940620062633,720575940625989904,25,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940626693894,720575940616633925,3,ACH,,JO-B,B1-5,B1-5
720575940624872179,720575940634126949,4,ACH,B1,B1-u,WED-VLP-2,WED-VLP-2
720575940625887631,720575940621242025,4,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940637630783,720575940619405812,4,ACH,,JO-B,B1-3,B1-3
720575940628244064,720575940611864243,23,GLUT,,aPN3,B1-5,B1-5
720575940621730910,720575940615205427,4,GABA,put_PVLP_pr03,PVLP_pr03-1,PVLP_pr03,PVLP_pr03-1
720575940645087511,720575940630603091,7,ACH,,JO-B,B1-2,B1-2
720575940617884736,720575940634571383,1,GABA,SAD_pr02,SAD_pr02,WV-WV-2,WV-WV-2
720575940612153086,720575940603533246,8,ACH,B1,B1-6,WV-WV-3,WV-WV-3
720575940623987982,720575940622123981,2,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940631425965,720575940641400224,2,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940604274622,720575940616809401,17,ACH,,JO-B,B1-1,B1-1
720575940633300148,720575940636910825,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940628016983,720575940619491828,2,ACH,B1-5,B1-5,put_WED_pr01,WED_pr01-1
720575940620833974,720575940627027087,1,ACH,,aPN2,,aPN2
720575940624594276,720575940624704393,2,ACH,,JO-B,B1-3,B1-3
720575940616804806,720575940631631564,3,ACH,B1-5,B1-5,B1-5,B1-5
720575940618149336,720575940616633925,5,GLUT,,aPN3,B1-5,B1-5
720575940622123981,720575940621540586,1,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940630603091,720575940620835327,1,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940644968302,720575940616313942,16,ACH,put_AVLP_pr23,AVLP_pr23,A1,A1
720575940630258003,720575940618342966,7,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940628054760,720575940627235386,24,SER,,JO-A,B1,B1-u
720575940619688688,720575940615635037,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940607188036,720575940629954724,35,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940630223052,720575940635330204,11,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940624704393,720575940629938487,6,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940630659446,720575940615723077,6,GABA,SAD_pr02,SAD_pr02,B1-5,B1-5
720575940624795017,720575940618342966,4,ACH,B1,B1-u,WV-WV-2,WV-WV-2
720575940606938313,720575940634877850,10,ACH,,JO-B,B1-5,B1-5
720575940621835246,720575940620835327,2,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940608554052,720575940621717469,8,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940633300148,720575940613170498,2,ACH,pC2lb,pC2lb,pMN2,pMN2
720575940621722111,720575940620980323,16,ACH,,JO-B,B1-4,B1-4
720575940616211013,720575940611864243,5,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940603636913,720575940625887631,104,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940614633867,720575940634571383,2,ACH,B1-4,B1-4,WV-WV-2,WV-WV-2
720575940630659446,720575940635732916,6,GABA,SAD_pr02,SAD_pr02,,JO-B
720575940626885124,720575940632011420,1,ACH,AVLP_pr12,AVLP_pr12,AVLP_pr12,AVLP_pr12
720575940634599792,720575940627632428,4,ACH,B1-5,B1-5,IPS_pr01,IPS_pr01-1
720575940618066415,720575940634877850,4,ACH,B1-3,B1-3,B1-5,B1-5
720575940610077026,720575940621148660,1,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940627839304,720575940624704393,5,ACH,,JO-B,B1-3,B1-3
720575940635330204,720575940631153194,1,GABA,WV-WV-1,WV-WV-1,AVLP_pr23,AVLP_pr23
720575940611388141,720575940605214636,5,ACH,B1,B1-6,WV-WV-3,WV-WV-3
720575940628769239,720575940632649697,6,ACH,,JO-A,A2,A2
720575940630117879,720575940627410944,8,ACH,,JO-B,B1-2,B1-2
720575940614927989,720575940635330204,2,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940620649641,720575940632649697,41,ACH,,JO-A,A2,A2
720575940621324996,720575940605214636,27,GABA,sad_pr0,SAD_pr02,WV-WV-3,WV-WV-3
720575940625683176,720575940634299071,10,ACH,B1-1,B1-1,put_WED_pr02,WED_pr02
720575940615503249,720575940627455621,1,GLUT,,aPN3,B1-5,B1-5
720575940630749523,720575940629938487,8,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940645089559,720575940630223052,6,ACH,,JO-B,B1-1,B1-1
720575940614544582,720575940622123981,8,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940617034398,720575940602120928,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940634299071,720575940620694015,6,GABA,put_WED_pr02,WED_pr02,put_B1,B1-1
720575940636537663,720575940604839200,20,ACH,,JO-B,B1-2,B1-2
720575940633033567,720575940634866586,1,GABA,put_vpoIN,vpoIN-1,pC1e,pC1e
720575940605095346,720575940621148660,6,GABA,WV-WV-2,WV-WV-2,WV-WV-2,WV-WV-2
720575940630344396,720575940621431492,1,ACH,pC2la,pC2la,pC2la,pC2la
720575940624116553,720575940613422860,5,ACH,,JO-B,B1,B1-7
720575940632303807,720575940616612313,3,ACH,WED_pr01,WED_pr01-1,WED_pr01,WED_pr01-1
720575940621148660,720575940625887631,41,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940616211013,720575940616804806,4,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940621431492,720575940619486891,1,ACH,pC2la,pC2la,pMN1,pMN1
720575940622778820,720575940605214636,7,ACH,B1,B1-7,WV-WV-3,WV-WV-3
720575940630258003,720575940621148660,1,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940617431325,720575940625345328,2,ACH,B1-4,B1-4,WV-WV-2,WV-WV-2
720575940624704393,720575940644968302,1,ACH,B1-3,B1-3,put_AVLP_pr23,AVLP_pr23
720575940621540586,720575940618758753,20,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940614544582,720575940625146122,9,ACH,,JO-A,,A2
720575940636537663,720575940622577336,11,ACH,,JO-B,B1-5,B1-5
720575940614805983,720575940625984528,5,ACH,,JO-B,B2,B2
720575940617668537,720575940622123981,2,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940609513841,720575940630744019,10,GABA,WV-WV-3,WV-WV-4,put_WED-VLP,WED-VLP-2
720575940626153488,720575940621159181,27,ACH,B1,B1-6,,aPN3
720575940616211013,720575940621043753,11,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940607570185,720575940628584783,8,ACH,B1,B1-6,WED_pr01,WED_pr01-2
720575940634571383,720575940618342966,1,GABA,WV-WV-2,WV-WV-2,WV-WV-2,WV-WV-2
720575940614840891,720575940621148660,6,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940617066653,720575940617431325,5,ACH,,JO-B,B1-4,B1-4
720575940623304906,720575940619590081,6,ACH,put_WED-VLP,WED-VLP-1,put_AVLP_pr31,AVLP_pr31
720575940614544582,720575940623987982,8,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940606332629,720575940631425965,1,ACH,B1-1,B1-1,AVLP_pr01,AVLP_pr01-1
720575940618475101,720575940619675712,2,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940627201579,720575940632945177,2,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940623987982,720575940629133071,16,GABA,AVLP_pr01,AVLP_pr01-1,,A2
720575940632998136,720575940620835327,4,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940628016983,720575940645497140,7,ACH,B1-5,B1-5,SAD_pr02,SAD_pr02
720575940616211013,720575940625887631,4,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940608432760,720575940618066415,3,GABA,SAD_pr02,SAD_pr02,B1-3,B1-3
720575940618475101,720575940623725972,4,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940631693610,720575940612001489,6,ACH,A1,A1,A1,A1
720575940638095293,720575940628837650,10,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940617034398,720575940622304243,3,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,PVLP_pr03,PVLP_pr03-2
720575940640713680,720575940617197057,2,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940611335859,720575940611177586,3,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940622295585,720575940641545888,1,ACH,,JO-A,WV-WV-3,WV-WV-4
720575940611674265,720575940631153194,2,GABA,put_WED_pr02,WED_pr02,AVLP_pr23,AVLP_pr23
720575940612338674,720575940617668537,1,GABA,put_SAD_pr02,SAD_pr02,,JO-A
720575940613682911,720575940632649697,7,ACH,,JO-A,A2,A2
720575940606332629,720575940631425965,5,ACH,B1-1,B1-1,AVLP_pr01,AVLP_pr01-1
720575940626793831,720575940632522848,3,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940613956767,720575940616809401,10,ACH,,JO-B,B1-1,B1-1
720575940622609678,720575940616121408,39,ACH,WED-VLP-2,WED-VLP-2,put_WED_pr02,WED_pr02
720575940617457881,720575940631631564,7,ACH,,JO-B,B1-5,B1-5
720575940621242025,720575940606743170,2,ACH,B1-5,B1-5,put_WED_pr02,WED_pr02
720575940621431492,720575940625295339,9,ACH,pC2la,pC2la,pMN1,pMN1
720575940617972052,720575940615723077,10,ACH,,JO-B,B1-5,B1-5
720575940640507763,720575940631153194,14,GABA,put_WED_pr02,WED_pr02,AVLP_pr23,AVLP_pr23
720575940625194558,720575940621558762,4,GABA,PVLP_pr03,PVLP_pr03-3,put_WED_pr01,WED_pr01-1
720575940626869403,720575940620356545,1,ACH,AVLP_pr12,AVLP_pr12,pC1d,pC1d
720575940629806206,720575940630603091,6,ACH,,JO-B,B1-2,B1-2
720575940644057635,720575940632084705,1,SER,,JO-B,B1,B1-7
720575940620062633,720575940632385943,42,GABA,AVLP_pr01,AVLP_pr01-1,,vpoEN
720575940627778393,720575940629316152,12,ACH,,JO-B,put_IPS_pr01,IPS_pr01-2
720575940626257736,720575940611277293,8,ACH,,JO-B,B1-1,B1-1
720575940614847906,720575940625483962,3,ACH,,JO-B,B1,B1-6
720575940634229399,720575940611277293,1,ACH,,JO-B,B1-1,B1-1
720575940635330204,720575940619405812,1,GABA,WV-WV-1,WV-WV-1,B1-3,B1-3
720575940624704393,720575940634571383,9,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940627442197,720575940644488727,5,ACH,,JO-A,,SAD_pr01
720575940614450774,720575940631153194,3,ACH,B1-2,B1-2,AVLP_pr23,AVLP_pr23
720575940642414989,720575940628159081,5,ACH,,JO-B,,JO-B
720575940608112137,720575940627410944,3,ACH,,JO-B,B1-2,B1-2
720575940608112137,720575940622838154,5,ACH,,JO-B,GF,GF
720575940614332899,720575940638214461,2,ACH,,JO-A,A2,A2
720575940605214636,720575940635330204,1,GABA,WV-WV-3,WV-WV-3,WV-WV-1,WV-WV-1
720575940634299071,720575940616809401,1,GABA,put_WED_pr02,WED_pr02,B1-1,B1-1
720575940616211013,720575940634571383,21,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940630258003,720575940641545888,3,GABA,WED_pr02,WED_pr02,WV-WV-3,WV-WV-4
720575940605214636,720575940632945177,2,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940634599792,720575940639205198,1,ACH,B1-5,B1-5,B1-5,B1-5
720575940619942859,720575940649911286,28,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940621835246,720575940609927653,14,GABA,put_WED_pr02,WED_pr02,WED-VLP-2,WED-VLP-2
720575940633044634,720575940630223052,4,GABA,WED_pr02,WED_pr02,B1-1,B1-1
720575940620859886,720575940642163341,6,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940621835246,720575940630816569,3,GABA,put_WED_pr02,WED_pr02,,JO-B
720575940615503249,720575940614018060,15,GLUT,,aPN3,IPS_pr02,IPS_pr02
720575940620392984,720575940631922969,2,ACH,WED-VLP-1,WED-VLP-1,put_WED-VLP,WED-VLP-1
720575940622342569,720575940614840891,9,ACH,,JO-B,B1-3,B1-3
720575940635547113,720575940623322877,11,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940626793831,720575940640176848,9,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940621717469,720575940622123981,3,GABA,WV-WV-3,WV-WV-3,WV-WV-1,WV-WV-1
720575940612523571,720575940612078511,1,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940620581748,720575940618342966,1,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940633301217,720575940621835246,5,ACH,,JO-B,put_WED_pr02,WED_pr02
720575940614544582,720575940629133071,2,ACH,,JO-A,,A2
720575940630131218,720575940625466387,7,ACH,B1,B1-6,,aPN3
720575940620012253,720575940630603091,55,GABA,B2,B2,B1-2,B1-2
720575940606743170,720575940621835246,2,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940616428884,720575940630277175,7,ACH,,JO-B,B1-5,B1-5
720575940629450366,720575940632945177,27,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940624872179,720575940606332629,1,ACH,B1,B1-u,B1-1,B1-1
720575940619942859,720575940609927141,18,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940631179807,720575940654167201,1,ACH,pC2lb,pC2lb,PVLP_pr03,PVLP_pr03-2
720575940644968302,720575940623322877,1,ACH,put_AVLP_pr23,AVLP_pr23,WV-WV-1,WV-WV-1
720575940612146174,720575940612523571,3,ACH,B1-2,B1-2,B1-2,B1-2
720575940621464344,720575940625345328,4,ACH,,JO-A,WV-WV-2,WV-WV-2
720575940603186790,720575940634299071,3,ACH,WED-VLP-1,WED-VLP-1,put_WED_pr02,WED_pr02
720575940619969227,720575940623233238,5,ACH,,JO-B,B1-5,B1-5
720575940634229399,720575940627263375,3,ACH,,JO-B,B1-4,B1-4
720575940631153194,720575940629144906,33,ACH,AVLP_pr23,AVLP_pr23,,AVLP/PVLP_pr01-2
720575940616413509,720575940615723077,1,ACH,,JO-B,B1-5,B1-5
720575940626242191,720575940644488727,17,ACH,,JO-A,,SAD_pr01
720575940617884736,720575940634571383,12,GABA,SAD_pr02,SAD_pr02,WV-WV-2,WV-WV-2
720575940642412941,720575940634571383,3,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940637410394,720575940632649697,10,GABA,WED_pr02,WED_pr02,A2,A2
720575940642442893,720575940605214636,5,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940615308729,720575940627263375,32,GLUT,,aPN3,B1-4,B1-4
720575940616121408,720575940625146122,13,GABA,put_WED_pr02,WED_pr02,,A2
720575940624770540,720575940644968302,5,ACH,,JO-A,put_AVLP_pr23,AVLP_pr23
720575940633057943,720575940622065432,1,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940606743170,720575940621242025,3,GABA,put_WED_pr02,WED_pr02,B1-5,B1-5
720575940629938487,720575940615723077,7,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940610358990,720575940624704393,1,ACH,B1-2,B1-2,B1-3,B1-3
720575940623322877,720575940629938487,22,GABA,WV-WV-1,WV-WV-1,WED_pr02,WED_pr02
720575940624571116,720575940615540841,6,GABA,,SAD_pr01,,JO-B
720575940642412941,720575940620835327,3,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940604201830,720575940632649697,2,GABA,WV-WV-3,WV-WV-3,A2,A2
720575940618522433,720575940616313942,2,ACH,A1,A1,A1,A1
720575940613034602,720575940646518382,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC1d,pC1d
720575940615222201,720575940605214636,9,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940623725972,720575940618475101,1,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940629687824,720575940625146122,6,GABA,GNG_pr01,GNG_pr01-1,,A2
720575940621870576,720575940632945177,7,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940612338674,720575940622946963,4,GABA,put_SAD_pr02,SAD_pr02,,JO-B
720575940638214461,720575940644968302,3,ACH,A2,A2,put_AVLP_pr23,AVLP_pr23
720575940628837650,720575940618475101,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940619969227,720575940632084705,1,ACH,,JO-B,B1,B1-7
720575940637418549,720575940644488727,3,ACH,,JO-A,,SAD_pr01
720575940607188036,720575940634299071,12,ACH,B1-1,B1-1,put_WED_pr02,WED_pr02
720575940633057943,720575940631153194,3,ACH,,JO-A,AVLP_pr23,AVLP_pr23
720575940637687605,720575940621558762,2,ACH,put_B1,B1-u,put_WED_pr01,WED_pr01-1
720575940624700138,720575940610638434,20,GABA,B2,B2,put_B1,B1-u
720575940634299071,720575940629133071,6,GABA,put_WED_pr02,WED_pr02,,A2
720575940620587713,720575940617884736,1,ACH,,JO-B,SAD_pr02,SAD_pr02
720575940621148660,720575940621835246,7,GABA,WV-WV-2,WV-WV-2,put_WED_pr02,WED_pr02
720575940610236740,720575940635330204,11,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940641545888,720575940629133071,18,GABA,WV-WV-3,WV-WV-4,,A2
720575940623725972,720575940638095293,1,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940628244064,720575940611864243,12,GLUT,,aPN3,B1-5,B1-5
720575940604445868,720575940617034398,1,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940618056753,720575940635403230,9,ACH,,JO-A,,vpoEN
720575940624872179,720575940635330204,19,ACH,B1,B1-u,WV-WV-1,WV-WV-1
720575940630960325,720575940644968302,5,ACH,,JO-B,put_AVLP_pr23,AVLP_pr23
720575940630749523,720575940632998136,14,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940636679989,720575940630603091,1,ACH,B1-2,B1-2,B1-2,B1-2
720575940630258003,720575940624704393,3,GABA,WED_pr02,WED_pr02,B1-3,B1-3
720575940635403230,720575940627496829,1,ACH,,vpoEN,pMN2,pMN2
720575940620649641,720575940622123981,8,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940626793831,720575940610455781,2,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940618392912,720575940616612313,14,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940638214461,720575940620392984,31,ACH,A2,A2,WED-VLP-1,WED-VLP-1
720575940620356557,720575940617362772,5,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940613034602,720575940622304243,6,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,PVLP_pr03,PVLP_pr03-2
720575940633044634,720575940629133071,8,GABA,WED_pr02,WED_pr02,,A2
720575940630057979,720575940619486891,1,ACH,pC2la,pC2la,pMN1,pMN1
720575940619688688,720575940638095293,5,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940603533246,720575940605214636,2,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940629283659,720575940620929416,5,GABA,AVLP_pr01,AVLP_pr01-1,AVLP_pr01,AVLP_pr01-2
720575940632998136,720575940622123981,6,GABA,WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940628256763,720575940633300148,6,GABA,vpoIN,vpoIN-2,pC2lb,pC2lb
720575940624770540,720575940625146122,53,ACH,,JO-A,,A2
720575940644968302,720575940629349340,4,ACH,put_AVLP_pr23,AVLP_pr23,AVLP_pr05,AVLP_pr05-1
720575940626793831,720575940618475101,2,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940627410944,720575940622609678,20,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940613034602,720575940617034398,7,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940620322753,720575940639811469,13,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940643418990,720575940635282910,2,ACH,,JO-B,B1-4,B1-4
720575940610341525,720575940621242025,5,ACH,,JO-B,B1-5,B1-5
720575940614450774,720575940634126949,4,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940626726021,720575940624872179,6,ACH,,JO-B,B1,B1-u
720575940614840891,720575940618342966,39,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940605214636,720575940621800798,2,GABA,WV-WV-3,WV-WV-3,B1-5,B1-5
720575940620731631,720575940623233238,9,ACH,B1-5,B1-5,B1-5,B1-5
720575940640992731,720575940625295339,2,ACH,pC2lb,pC2lb,pMN1,pMN1
720575940612523571,720575940633044634,10,ACH,B1-2,B1-2,WED_pr02,WED_pr02
720575940630214564,720575940606919602,3,ACH,,aPN2,,aPN2
720575940616804806,720575940615930299,30,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940620537435,720575940603533246,5,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940619415679,720575940619486891,4,ACH,,vpoEN,pMN1,pMN1
720575940618392912,720575940617197057,13,ACH,B1-5,B1-5,SAD_pr02,SAD_pr02
720575940625146122,720575940635330204,3,ACH,,A2,WV-WV-1,WV-WV-1
720575940616809401,720575940644968302,3,ACH,B1-1,B1-1,put_AVLP_pr23,AVLP_pr23
720575940638811507,720575940624571116,5,ACH,,JO-B,,SAD_pr01
720575940612338674,720575940624167093,2,GABA,put_SAD_pr02,SAD_pr02,,JO-A
720575940622065432,720575940629133071,2,GABA,AVLP_pr01,AVLP_pr01-1,,A2
720575940629133071,720575940635330204,3,ACH,,A2,WV-WV-1,WV-WV-1
720575940616428884,720575940609673369,8,ACH,,JO-B,B1-4,B1-4
720575940635330204,720575940613943413,21,GABA,WV-WV-1,WV-WV-1,WED-VLP-2,WED-VLP-2
720575940630258003,720575940622838154,12,GABA,WED_pr02,WED_pr02,GF,GF
720575940637663662,720575940632499757,8,ACH,B1-4,B1-4,GF,GF
720575940619783518,720575940635330204,10,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940613311151,720575940627957719,48,GLUT,B2,B2,B1-2,B1-2
720575940618851425,720575940618364480,1,GABA,vpoIN,vpoIN-1,pC1e,pC1e
720575940623322877,720575940620392984,23,GABA,WV-WV-1,WV-WV-1,WED-VLP-1,WED-VLP-1
720575940627027087,720575940620833974,2,ACH,,aPN2,,aPN2
720575940621043753,720575940625345328,1,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940618758753,720575940635330204,62,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940621339686,720575940638666473,3,ACH,B1,B1-6,put_WED_pr01,WED_pr01-2
720575940627249039,720575940619405812,16,ACH,,JO-B,B1-3,B1-3
720575940609014370,720575940619784453,7,GABA,AVLP_pr01,AVLP_pr01-2,put_WED-VLP,WED-VLP-1
720575940612585577,720575940629316152,6,ACH,,JO-B,put_IPS_pr01,IPS_pr01-2
