Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
B1-3,B1-5,Ach,2.817307692,3.028846154,6
B1-3,SAD_pr02,Ach,2.509615385,3.051282051,6
SAD_pr02,B1-u,GABA,4.048076923,2.272435897,6
SAD_pr02,WV-WV-1,GABA,3.323717949,2.631410256,6
B1-3,SAD_pr02,Ach,2.653846154,3.051282051,6
WV-WV-2,WV-WV-2,GABA,3.355769231,3.724358974,6
WV-WV-2,WV-WV-2,GABA,2.996794872,3.5,6
SAD_pr02,WED_pr01-1,GABA,4.070512821,4.038461538,6
SAD_pr02,WED-VLP-1,GABA,2.211538462,3.259615385,6
SAD_pr02,B2,GABA,2.637820513,2.727564103,6
SAD_pr02,WED-VLP-1,GABA,2.211538462,3.041666667,6
B1-3,WED_pr02,Ach,2.717948718,3.564102564,6
SAD_pr02,GF,GABA,2.147435897,3.467948718,6
SAD_pr02,WED-VLP-1,GABA,2.147435897,3.259615385,6
B1-3,WV-WV-1,Ach,2.541666667,3.176282051,6
B1-2,B1-4,Ach,2.663461538,2.426282051,6
B1-2,WV-WV-4,Ach,2.448717949,3.467948718,6
AVLP_pr05-1,SAD_pr02,GABA,3.817307692,2.621794872,6
B1-2,WV-WV-4,Ach,2.423076923,3.467948718,6
vpoEN,AVLP_pr36/asp10a-1,Ach,3.625,5.407051282,6
AVLP_pr01-2,vpoEN,GABA,4.038461538,3.625,6
B1-2,WED_pr02,Ach,3.743589744,3.096153846,6
WED-VLP-1,AVLP_pr01-1,Ach,3.378205128,2.682692308,6
B1-4,B1-4,Ach,2.58974359,2.753205128,6
WV-WV-3,AVLP/PVLP_pr01-2,GABA,2.326923077,4.025641026,6
B1-2,WED_pr02,Ach,3.743589744,3.378205128,6
WED-VLP-1,AVLP_pr01-1,Ach,3.314102564,2.682692308,6
B1-4,B1-4,Ach,2.560897436,2.766025641,6
WED-VLP-1,AVLP_pr01-1,Ach,3.314102564,2.592948718,6
B1-4,B1-4,Ach,2.560897436,2.426282051,6
B1-2,WV-WV-1,Ach,3.586538462,2.326923077,6
AVLP_pr04,AVLP_pr18-2,SER,5.711538462,5.830128205,6
WED-VLP-1,AVLP_pr01-1,Ach,3.253205128,2.621794872,6
pcC2lc,pC1d,Ach,5.480769231,5.891025641,6
B1-4,B1-3,Ach,2.666666667,2.833333333,6
WED-VLP-1,AVLP_pr01-1,Ach,3.137820513,2.682692308,6
B1-4,AVLP/PVLP_pr01-2,Ach,2.560897436,4.320512821,6
B1-2,WV-WV-3,Ach,2.246794872,2.778846154,6
AVLP_pr02,vpoEN,GABA,4.46474359,3.746794872,6
B1-2,WV-WV-3,Ach,2.387820513,3.048076923,6
B1-4,A1,Ach,3.092948718,3.823717949,6
AVLP_pr02,pcC2lc,GABA,4.46474359,5.480769231,6
B1-4,A1,Ach,2.753205128,3.939102564,6
AVLP_pr02,pMN2,GABA,4.46474359,5.391025641,6
B1-3,WV-WV-3,Ach,2.833333333,3.048076923,6
AVLP_pr02,pC2lb,GABA,4.46474359,4.945512821,6
pcC2lc,pC1d,Ach,5.711538462,5.689102564,6
B1-1,WED_pr02,Ach,2.108974359,3.147435897,6
WV-WV-3,SAD_pr01,GABA,2.53525641,2.384615385,6
pC2lb,AVLP_pr36/asp10a-1,Ach,4.945512821,5.573717949,6
aPN3,B1-5,GLUT,5.096153846,3.615384615,6
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.256410256,6
aPN3,IPS_pr01-1,GLUT,5.038461538,4.705128205,6
AVLP_pr36/asp10a-1,pMN2,Ach,5.054487179,5.314102564,6
AVLP_pr36/asp10a-1,pMN1,Ach,5.58974359,5.224358974,6
AVLP_pr36/asp10a-1,pMN1,Ach,5.471153846,5.243589744,6
AVLP_pr36/asp10a-1,pMN1,Ach,5.407051282,5.224358974,6
AVLP_pr36/asp10a-1,pC2lb,Ach,5.490384615,4.830128205,6
aPN2,aPN3,Ach,4.740384615,4.974358974,6
aPN3,IPS_pr02,GLUT,5.176282051,3.307692308,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.182692308,5.429487179,6
AVLP_pr36/asp10a-1,pC2lb,Ach,5.365384615,4.830128205,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.256410256,5.237179487,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.256410256,5.365384615,6
AVLP_pr36/asp10a-1,pC2lb,Ach,5.054487179,5.173076923,6
WED_pr02,B1-4,GABA,3.564102564,2.666666667,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.054487179,5.365384615,6
AVLP_pr36/asp10a-2,AVLP_pr02,Ach,5.16025641,4.46474359,6
WED-VLP-2,WED-VLP-2,Ach,3.333333333,3.336538462,6
WED-VLP-1,pC2lb,Ach,3.176282051,4.929487179,6
B1-1,B1-1,Ach,2.092948718,2.141025641,6
WED_pr02,B1-5,GABA,3.5,3.381410256,6
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.256410256,6
WED-VLP-1,WV-WV-1,Ach,3.314102564,2.326923077,6
WED-VLP-1,pC2lb,Ach,3.137820513,5.173076923,6
B1-1,AVLP_pr23,Ach,3.935897436,3.144230769,6
B1-1,AVLP_pr23,Ach,3.830128205,3.144230769,6
B1-1,AVLP_pr01-1,Ach,4.378205128,2.570512821,6
WED_pr02,B1-5,GABA,3.5,2.573717949,6
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.573717949,6
B1-1,AVLP_pr01-1,Ach,3.830128205,2.570512821,6
B1-1,AVLP_pr01-1,Ach,2.179487179,2.435897436,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.054487179,5.237179487,6
B1-1,AVLP_pr01-1,Ach,2.141025641,2.621794872,6
AVLP_pr36/asp10a-2,vpoIN-2,Ach,5.16025641,5.198717949,6
aPN3,aPN2,GLUT,5.147435897,4.759615385,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.256410256,5.541666667,6
WED-VLP-1,pC2lb,Ach,3.314102564,5.173076923,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.365384615,5.490384615,6
pC2la,pC1d,Ach,5.913461538,5.891025641,6
AVLP_pr36/asp10a-1,pC1d,Ach,5.490384615,5.891025641,6
AVLP_pr36/asp10a-1,pC1d,Ach,5.333333333,5.689102564,6
AVLP_pr36/asp10a-1,pC1d,Ach,5.310897436,5.891025641,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.448717949,5.471153846,6
pC2la,pC2la,Ach,5.038461538,5.333333333,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.541666667,5.182692308,6
pC2la,pC2la,Ach,5.038461538,5.83974359,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.541666667,5.259615385,6
WED-VLP-2,AVLP_pr01-3,Ach,3.637820513,5.519230769,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.573717949,5.625,6
pC2la,pC2la,Ach,5.708333333,5.240384615,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.58974359,5.278846154,6
pC2la,pC2la,Ach,5.762820513,5.673076923,6
WED-VLP-1,vpoIN-3,Ach,3.272435897,3.916666667,6
WED_pr02,B1-3,GABA,3.516025641,2.817307692,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.365384615,5.278846154,6
aPN3,aPN3,GLUT,4.974358974,5.176282051,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.365384615,5.054487179,6
aPN3,aPN3,GLUT,5.051282051,4.974358974,6
pC1d,AVLP_pr36/asp10a-1,Ach,5.689102564,5.407051282,6
WED_pr02,B1-3,GABA,3.397435897,2.653846154,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.573717949,5.669871795,6
WED-VLP-1,pC2lb,Ach,3.448717949,4.945512821,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.310897436,6.083333333,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.310897436,5.871794872,6
pC1d,pC2la,Ach,5.689102564,5.871794872,6
pC1d,pC2la,Ach,5.891025641,6.083333333,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.278846154,5.625,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.278846154,5.926282051,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.259615385,5.673076923,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.256410256,5.762820513,6
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.333333333,5.259615385,6
AVLP_pr36/asp10a-1,pC2la,Ach,5.237179487,5.913461538,6
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.320512821,6
B1-1,B1-1,Ach,2.141025641,2.060897436,6
AVLP_pr12,AVLP_pr36/asp10a-1,Ach,5.788461538,5.320512821,6
pC2lb,pC2la,Ach,4.871794872,5.955128205,6
WED-VLP-1,AVLP_pr32,Ach,3.310897436,4.846153846,6
WED-VLP-1,AVLP_pr32,Ach,3.336538462,4.548076923,6
SAD_pr02,B1-5,GABA,3.051282051,3.028846154,6
AVLP_pr23,AVLP_pr01-1,Ach,3.240384615,3.041666667,6
WED_pr02,B1-6,GABA,3.564102564,3.141025641,6
B1-2,AVLP_pr01-1,Ach,2.435897436,2.435897436,6
B1-2,A1,Ach,2.477564103,3.746794872,6
WED-VLP-2,WED_pr02,Ach,3.333333333,3.096153846,6
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.429487179,5.705128205,6
B1-1,WV-WV-3,Ach,2.141025641,2.41025641,6
WV-WV-4,B1-5,GABA,3.467948718,2.887820513,6
AVLP_pr23,WV-WV-1,Ach,3.144230769,3.176282051,6
AVLP_pr31,AVLP_pr31,Ach,4.352564103,4.298076923,6
B1-1,WED_pr02,Ach,4.378205128,3.147435897,6
WED_pr02,WV-WV-1,GABA,3.362179487,2.631410256,6
B1-1,WED-VLP-2,Ach,3.935897436,3.346153846,6
B1-2,AVLP_pr01-1,Ach,3.586538462,3.041666667,6
WV-WV-3,WV-WV-3,GABA,2.778846154,2.846153846,6
WED-VLP-1,AVLP_pr32,Ach,3.310897436,4.647435897,6
WED-VLP-1,AVLP_pr32,Ach,3.272435897,4.846153846,6
B1-2,B1-2,Ach,3.378205128,3.596153846,6
pC2lb,pC2la,Ach,5.131410256,5.83974359,6
B1-2,B1-2,Ach,3.105769231,3.240384615,6
B1-2,B1-2,Ach,3.105769231,2.448717949,6
WED-VLP-1,AVLP_pr31,Ach,3.448717949,4.304487179,6
WV-WV-3,WV-WV-1,GABA,2.778846154,3.176282051,6
AVLP_pr22,PVLP_pr03-3,Ach,4.580128205,5.099358974,6
WED-VLP-1,AVLP_pr31,Ach,3.448717949,4.519230769,6
B1-2,B1-2,Ach,2.423076923,3.596153846,6
AVLP_pr22,PVLP_pr03-3,Ach,4.666666667,4.855769231,6
AVLP_pr22,PVLP_pr03-3,Ach,4.903846154,4.855769231,6
AVLP_pr22,PVLP_pr03-3,Ach,4.948717949,5.099358974,6
WED_pr02,B1-u,GABA,3.608974359,2.381410256,6
B1-2,B1-2,Ach,2.298076923,2.435897436,6
pC2lb,pC2la,Ach,4.945512821,5.240384615,6
WED-VLP-1,WED-VLP-1,Ach,3.246794872,3.314102564,6
WED-VLP-2,WED-VLP-2,Ach,3.413461538,3.333333333,6
WED-VLP-1,WED-VLP-1,Ach,3.256410256,3.272435897,6
AVLP_pr36/asp10a-1,AVLP_pr04,Ach,5.625,5.711538462,6
WED_pr02,B1-3,GABA,3.317307692,2.717948718,6
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.182692308,5.5,6
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.237179487,5.605769231,6
WED-VLP-1,WED_pr02,Ach,3.310897436,3.201923077,6
pC2lb,PVLP_pr03-2,Ach,4.817307692,5.967948718,6
B1-1,B1-2,Ach,4.240384615,3.221153846,6
WED-VLP-1,WED_pr02,Ach,3.346153846,3.147435897,6
B1-1,B1-2,Ach,2.169871795,2.246794872,6
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.429487179,5.615384615,6
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.490384615,6
B1-1,B1-2,Ach,2.060897436,2.423076923,6
WED-VLP-1,WV-WV-1,Ach,3.134615385,2.326923077,6
WED_pr02,B1-5,GABA,3.516025641,3.134615385,6
WED-VLP-1,WV-WV-1,Ach,3.176282051,2.326923077,6
WED-VLP-1,WV-WV-1,Ach,3.246794872,2.631410256,6
aPN2,aPN2,Ach,3.288461538,4.919871795,6
B1-1,WED-VLP-1,Ach,2.092948718,3.224358974,6
AVLP_pr32,AVLP_pr32,Ach,4.647435897,4.548076923,6
WED-VLP-1,WED-VLP-2,Ach,3.336538462,3.413461538,6
AVLP_pr32,pC2la,Ach,4.647435897,5.240384615,6
B1-1,WED-VLP-1,Ach,4.378205128,3.378205128,6
WED-VLP-1,WED-VLP-1,Ach,3.259615385,3.176282051,6
aPN2,B1-5,Ach,3.288461538,2.833333333,6
pC2lb,pC1e,Ach,4.817307692,6.310897436,6
pC2lb,pC1e,Ach,4.817307692,6.144230769,6
pC2lb,pC1d,Ach,5.173076923,5.689102564,6
WED-VLP-2,WED-VLP-2,Ach,3.336538462,3.423076923,6
pC2lb,pC1d,Ach,5.131410256,5.689102564,6
aPN2,IPS/WED_pr01,Ach,4.307692308,5.528846154,6
AVLP_pr32,pMN2,Ach,4.647435897,5.391025641,6
aPN2,IPS/WED_pr01,Ach,4.740384615,5.009615385,6
B1-1,WED-VLP-1,Ach,2.169871795,3.137820513,6
WED-VLP-1,WED-VLP-1,Ach,3.448717949,3.314102564,6
B1-1,WED-VLP-1,Ach,2.141025641,3.137820513,6
WED-VLP-2,WED_pr02,Ach,3.346153846,3.445512821,6
AVLP_pr01-2,vpoIN-3,GABA,4.03525641,3.916666667,6
WV-WV-2,WED-VLP-2,GABA,3.394230769,3.346153846,6
B1-6,IPS_pr01-1,Ach,3.016025641,4.701923077,6
B1-6,GF,Ach,3.016025641,3.179487179,6
B1-6,B1-6,Ach,4.46474359,3.185897436,6
AVLP/PVLP_pr01-2,GF,Ach,4.320512821,3.179487179,6
WV-WV-1,AVLP_pr02,GABA,2.326923077,3.381410256,6
B1-6,B1-6,Ach,3.141025641,3.125,6
AVLP/PVLP_pr01-2,GF,Ach,4.358974359,3.179487179,6
AVLP_pr01-1,A2,GABA,2.996794872,2.298076923,6
AVLP_pr01-1,AVLP_pr01-1,GABA,2.592948718,2.682692308,6
WV-WV-1,B1-1,GABA,2.631410256,2.179487179,6
IPS_pr01-1,WED_pr01-1,GABA,4.416666667,4.115384615,6
B1-6,B1-5,Ach,3.125,3.496794872,6
WV-WV-1,B1-2,GABA,2.631410256,2.423076923,6
B1-6,B1-5,Ach,3.125,3.240384615,6
B1-6,B1-4,Ach,4.708333333,2.426282051,6
AVLP_pr01-1,AVLP_pr01-2,GABA,2.435897436,4.070512821,6
WED_pr02,B1-1,GABA,3.378205128,2.169871795,6
IPS_pr01-1,WED_pr01-1,GABA,4.400641026,4.394230769,6
B1-6,aPN3,Ach,3.016025641,4.791666667,6
IPS/WED_pr01,IPS_pr02,GABA,5.009615385,3.307692308,6
WED_pr02,WV-WV-4,GABA,3.573717949,3.467948718,6
A2,WED_pr02,Ach,2.298076923,3.096153846,6
A2,WED_pr02,Ach,2.298076923,3.128205128,6
GNG_pr01-1,AVLP_pr04,GABA,4.852564103,5.711538462,6
WED_pr02,vpoEN,GABA,3.147435897,3.625,6
WED_pr02,vpoEN,GABA,3.362179487,3.641025641,6
B1-6,WV-WV-2,Ach,3.185897436,2.996794872,6
GNG_pr01-1,GNG_pr01-1,GABA,5.205128205,5.413461538,6
A2,WV-WV-1,Ach,2.317307692,3.176282051,6
A2,WV-WV-2,Ach,2.291666667,3.5,6
WED_pr02,WED_pr02,GABA,3.439102564,3.608974359,6
B1-6,WED_pr01-1,Ach,3.141025641,4.083333333,6
WV-WV-1,A2,GABA,2.631410256,2.291666667,6
WV-WV-1,AVLP/PVLP_pr01-2,GABA,2.326923077,4.246794872,6
B1-6,IPS_pr01-1,Ach,4.46474359,4.759615385,6
B1-6,B1-4,Ach,3.320512821,2.426282051,6
WED_pr02,WED_pr02,GABA,3.403846154,3.445512821,6
B1-6,AVLP/PVLP_pr01-2,Ach,3.141025641,4.105769231,6
AVLP_pr01-1,AVLP_pr01-2,GABA,2.621794872,4.217948718,6
PVLP_pr03-1,PVLP_pr03-1,GABA,5.778846154,6.192307692,6
WED_pr01-1,WED_pr01-1,Ach,4.16025641,4.019230769,6
WED_pr02,B1-2,GABA,3.096153846,3.586538462,6
B1-5,WED_pr02,Ach,2.887820513,3.397435897,6
PVLP_pr03-1,PVLP_pr03-1,GABA,6.243589744,6.192307692,6
PVLP_pr03-1,PVLP_pr03-1,GABA,6.269230769,6.096153846,6
WED_pr01-1,WED_pr01-1,Ach,4.115384615,4.21474359,6
PVLP_pr03-2,PVLP_pr03-2,GABA,5.778846154,5.967948718,6
PVLP_pr03-2,PVLP_pr03-2,GABA,5.935897436,5.737179487,6
vpoIN-1,pC1d,GABA,5.493589744,5.891025641,6
AVLP_pr01-1,AVLP_pr23,GABA,3.041666667,3.240384615,6
B1-5,WED_pr01-1,Ach,3.134615385,4.16025641,6
vpoIN-1,AVLP_pr36/asp10a-1,GABA,4.564102564,5.237179487,6
B1-5,WED_pr01-1,Ach,2.887820513,4.019230769,6
WED_pr02,WED_pr02,GABA,3.243589744,3.147435897,6
AVLP_pr01-1,AVLP_pr02,GABA,2.592948718,4.179487179,6
WED_pr01-1,WED_pr01-1,Ach,4.21474359,4.16025641,6
IPS_pr02,IPS_pr01-1,GABA,3.307692308,4.730769231,6
WV-WV-1,SAD_pr02,GABA,2.326923077,4.192307692,6
B1-6,A1,Ach,3.185897436,3.746794872,6
IPS_pr01-1,WED_pr01-1,GABA,4.705128205,4.115384615,6
IPS_pr01-1,WED_pr01-1,GABA,4.705128205,4.256410256,6
IPS_pr01-1,WED_pr01-1,GABA,4.759615385,4.256410256,6
B1-5,WV-WV-3,Ach,3.176282051,2.78525641,6
B1-4,WED_pr01-1,Ach,2.426282051,4.394230769,6
IPS_pr01-2,WED_pr01-1,GABA,2.663461538,4.038461538,6
B1-5,WV-WV-2,Ach,2.573717949,3.544871795,6
IPS_pr01-2,WED_pr01-1,GABA,3.019230769,4.256410256,6
IPS_pr01-2,WED_pr01-1,GABA,3.564102564,4.115384615,6
B1-5,WV-WV-2,Ach,3.134615385,2.996794872,6
B1-5,WV-WV-2,Ach,3.028846154,3.5,6
WED_pr01-1,WED_pr01-1,Ach,4.25,4.394230769,6
B1-5,WV-WV-2,Ach,2.939102564,3.394230769,6
WED_pr01-1,WED_pr01-1,Ach,4.269230769,4.25,6
WED_pr01-1,WED_pr01-1,Ach,4.269230769,4.256410256,6
B1-5,SAD_pr02,Ach,3.048076923,4.070512821,6
B2,B1-7,GABA,2.21474359,3.516025641,6
WED_pr02,AVLP_pr01-1,GABA,3.445512821,2.570512821,6
vpoIN-3,pC2la,GABA,3.916666667,5.038461538,6
B1-u,SAD_pr02,Ach,2.272435897,3.022435897,6
WED_pr02,WV-WV-2,GABA,3.317307692,3.355769231,6
A1,AVLP_pr23,inconclusive,3.939102564,3.240384615,6
B1-u,B1-u,Ach,2.381410256,2.272435897,6
B2,B1-u,GABA,2.21474359,2.381410256,6
vpoIN-3,AVLP_pr31,GABA,3.926282051,4.237179487,6
WED_pr02,A2,GABA,3.445512821,2.317307692,6
B1-u,B1-5,Ach,2.272435897,3.134615385,6
B1-u,B1-5,Ach,2.272435897,3.028846154,6
B1-u,B1-4,Ach,2.272435897,2.419871795,6
vpoIN-2,vpoEN,GABA,5.173076923,3.641025641,6
WED_pr02,B1-1,GABA,3.096153846,2.169871795,6
WED_pr02,A2,GABA,3.147435897,2.291666667,6
WED_pr02,AVLP_pr23,GABA,3.317307692,3.144230769,6
WED_pr02,WV-WV-2,GABA,3.147435897,3.355769231,6
B1-6,aPN3,Ach,3.125,4.576923077,6
B1-u,WV-WV-2,Ach,3.201923077,3.355769231,6
B1-u,WED_pr01-1,Ach,6.032051282,4.083333333,6
B1-u,WED_pr01-1,Ach,4.576923077,4.394230769,6
B1-u,WED_pr01-2,Ach,6.506410256,4.301282051,6
WED_pr02,WV-WV-1,GABA,3.445512821,2.326923077,6
B1-u,WED-VLP-2,Ach,4.189102564,3.637820513,6
WED_pr02,WV-WV-1,GABA,3.5,2.631410256,6
B1-u,WED-VLP-2,Ach,4.092948718,3.448717949,6
B1-u,WED_pr02,Ach,4.092948718,3.243589744,6
WED_pr02,WV-WV-1,GABA,3.201923077,2.326923077,6
B1-u,WED-VLP-1,Ach,4.092948718,3.448717949,6
A1,AVLP/PVLP_pr01-2,inconclusive,3.823717949,4.105769231,6
WED_pr02,WV-WV-2,GABA,3.096153846,3.5,6
B1-u,WED-VLP-1,Ach,4.092948718,3.224358974,6
A1,AVLP/PVLP_pr01-2,inconclusive,3.939102564,3.980769231,6
WED_pr02,WV-WV-2,GABA,3.128205128,3.355769231,6
B1-u,B1-2,Ach,4.092948718,3.596153846,6
B2,B2,GABA,2.150641026,2.634615385,6
A1,WV-WV-3,inconclusive,3.730769231,2.778846154,6
WED_pr02,WED_pr02,GABA,3.573717949,3.445512821,6
WED_pr02,WV-WV-2,GABA,3.573717949,3.355769231,6
A2,AVLP_pr01-2,Ach,2.291666667,3.823717949,6
WED_pr02,WV-WV-2,GABA,3.573717949,3.5,6
B1-7,SAD_pr02,Ach,2.269230769,3.022435897,6
B1-7,IPS_pr01-2,Ach,4.025641026,2.791666667,6
GNG_pr01-1,A1,GABA,5.009615385,4.294871795,6
A2,WED-VLP-2,Ach,2.310897436,3.336538462,6
WED_pr02,WED_pr02,GABA,3.516025641,3.445512821,6
B1-7,AVLP/PVLP_pr01-2,Ach,2.208333333,4.320512821,6
B1-7,AVLP/PVLP_pr01-2,Ach,2.208333333,4.105769231,6
B1-7,AVLP/PVLP_pr01-2,Ach,2.208333333,3.980769231,6
WED_pr02,WV-WV-4,GABA,3.201923077,2.987179487,6
B1-6,aPN3,Ach,5.054487179,5.041666667,6
B1-6,aPN3,Ach,3.320512821,4.576923077,6
B1-6,aPN3,Ach,3.185897436,5.041666667,6
GNG_pr01-1,A1,GABA,4.884615385,3.939102564,6
GF,WV-WV-3,Inconclusive,3.179487179,2.78525641,6
B1-7,SAD_pr02,Ach,3.516025641,3.051282051,6
A2,A2,Ach,2.291666667,2.310897436,6
B2,B2,GABA,2.634615385,2.150641026,6
B1-u,B1-1,Ach,2.230769231,2.141025641,6
WED_pr02,A1,GABA,3.573717949,4.294871795,6
B2,B2,GABA,2.727564103,2.298076923,6
GF,A1,Inconclusive,3.179487179,3.939102564,6
vpoIN-2,pC2la,GABA,5.173076923,5.333333333,6
A2,A2,Ach,2.298076923,2.310897436,6
B1-7,WED_pr01-1,Ach,2.358974359,4.25,6
WED_pr02,WV-WV-2,GABA,3.516025641,3.355769231,6
WED_pr02,WED_pr02,GABA,3.541666667,3.445512821,6
B1-7,WED_pr01-1,Ach,2.756410256,4.269230769,6
WED_pr02,WV-WV-2,GABA,3.541666667,3.355769231,6
WED_pr01-2,WED_pr01-1,Ach,4.301282051,4.115384615,6
WED_pr02,WV-WV-2,GABA,3.541666667,3.544871795,6
AVLP_pr01-1,WED-VLP-1,GABA,2.592948718,3.137820513,6
pC2la,pC2la,Ach,5.955128205,5.884615385,6
B1-5,B1-5,Ach,3.496794872,3.365384615,6
AVLP_pr01-2,AVLP_pr22,GABA,3.823717949,4.948717949,6
AVLP_pr01-1,WED-VLP-1,GABA,2.682692308,3.310897436,6
B1-4,WV-WV-2,Ach,2.884615385,3.724358974,6
AVLP_pr01-1,WED-VLP-1,GABA,2.682692308,3.246794872,6
B1-5,B1-5,Ach,3.381410256,3.477564103,6
B1-5,B1-4,Ach,2.833333333,2.58974359,6
SAD_pr02,B1-3,GABA,4.048076923,2.541666667,6
B1-5,B1-5,Ach,3.451923077,2.929487179,6
B1-5,B1-5,Ach,3.477564103,3.147435897,6
AVLP_pr01-1,WED-VLP-1,GABA,2.628205128,3.314102564,6
WV-WV-2,B1-4,GABA,2.996794872,2.766025641,6
B1-5,B1-5,Ach,3.615384615,2.833333333,6
B1-5,B1-5,Ach,4.240384615,3.615384615,6
WED_pr01-1,WED_pr01-1,Ach,4.019230769,4.256410256,6
SAD_pr02,B1-3,GABA,3.022435897,2.483974359,6
B1-5,A1,Ach,2.929487179,3.823717949,6
AVLP_pr01-2,AVLP_pr22,GABA,3.823717949,4.580128205,6
SAD_pr02,B1-3,GABA,2.637820513,2.483974359,6
B1-5,SAD_pr02,Ach,2.833333333,4.048076923,6
vpoEN,pC2la,Ach,3.625,5.240384615,6
B1-4,WV-WV-3,Ach,2.58974359,2.846153846,6
AVLP_pr01-1,WED-VLP-1,GABA,2.628205128,3.176282051,6
B1-5,B1-5,Ach,2.573717949,3.147435897,6
AVLP_pr01-1,WV-WV-2,GABA,2.621794872,3.394230769,6
AVLP_pr01-1,WV-WV-2,GABA,2.621794872,3.355769231,6
B1-5,B1-5,Ach,3.028846154,3.381410256,6
B1-5,B1-5,Ach,3.028846154,3.134615385,6
WED_pr01-1,SAD_pr02,Ach,4.256410256,3.022435897,6
WED_pr02,WED-VLP-2,GABA,3.378205128,3.346153846,6
vpoEN,pC1d,Ach,3.740384615,5.689102564,6
B1-5,B1-5,Ach,3.134615385,3.048076923,6
WED_pr02,WED-VLP-2,GABA,3.378205128,3.423076923,6
vpoEN,AVLP_pr36/asp10a-1,Ach,3.746794872,5.448717949,6
WED_pr02,B1-2,GABA,3.128205128,3.903846154,6
WED_pr02,WED-VLP-2,GABA,3.378205128,3.560897436,6
WV-WV-1,WED_pr02,GABA,2.326923077,3.564102564,6
vpoEN,pC2lb,Ach,3.641025641,4.830128205,6
WV-WV-2,AVLP_pr05-1,GABA,3.394230769,4.365384615,6
WV-WV-2,AVLP_pr05-1,GABA,3.355769231,4.426282051,6
AVLP_pr01-1,WED-VLP-1,GABA,3.041666667,3.262820513,6
B1-5,B1-5,Ach,3.147435897,3.141025641,6
SAD_pr02,B1-2,GABA,3.096153846,2.477564103,6
WED_pr02,B1-2,GABA,3.201923077,2.246794872,6
B1-5,AVLP_pr04,Ach,2.939102564,5.711538462,6
B1-5,SAD_pr02,Ach,2.833333333,2.352564103,6
WED_pr02,B1-2,GABA,3.128205128,3.221153846,6
SAD_pr02,B1-2,GABA,3.323717949,2.477564103,6
SAD_pr02,B1-5,GABA,2.147435897,2.573717949,6
B1-4,WV-WV-1,Ach,2.884615385,2.631410256,6
B1-5,B1-u,Ach,3.365384615,2.381410256,6
PVLP_pr03-3,AVLP_pr31,GABA,4.855769231,4.298076923,6
SAD_pr02,B1-2,GABA,3.602564103,2.477564103,6
PVLP_pr03-3,AVLP_pr31,GABA,4.657051282,4.375,6
B1-4,WED_pr01-1,Ach,2.782051282,4.394230769,6
PVLP_pr03-3,AVLP_pr31,GABA,4.75,4.352564103,6
B1-4,WED_pr01-1,Ach,2.884615385,4.083333333,6
WV-WV-2,SAD_pr02,GABA,3.394230769,2.987179487,6
B1-5,SAD_pr02,Ach,2.573717949,3.051282051,6
WED_pr02,WED-VLP-1,GABA,3.573717949,3.176282051,6
AVLP_pr01-1,WED-VLP-1,GABA,2.592948718,3.246794872,6
B1-5,AVLP_pr04,Ach,3.134615385,5.711538462,6
AVLP_pr01-2,AVLP_pr02,GABA,3.823717949,3.75,6
